,0,1,2,3
54964,Kurullo,7588375,Diamond 1 2 3,ZERG
54965,Hinley,8007204,Diamond 1 2 3,PROTOSS
54966,Wingent,7517196,Diamond 1 2 3,ZERG
54967,LouisDCLXVI,281097,Diamond 1 2 3,RANDOM
54968,KACHKA,7207216,Diamond 1 2 3,PROTOSS
54969,Blackfire,2065616,Diamond 1 2 3,ZERG
54970,Flex,4450073,Diamond 1 2 3,TERRAN
54971,llllllllllll,9834015,Diamond 1 2 3,TERRAN
54972,Scarecrow,2450082,Diamond 1 2 3,TERRAN
54973,FrainBreeze,398311,Diamond 1 2 3,RANDOM
54974,Piiras,1887753,Diamond 1 2 3,TERRAN
54975,Kryzle,517393,Diamond 1 2 3,RANDOM
54976,NuLlZoNe,8818166,Diamond 1 2 3,TERRAN
54977,HABZ,5387803,Diamond 1 2 3,TERRAN
54978,BlackFadil,1622534,Diamond 1 2 3,RANDOM
54979,SaintRooster,5584455,Diamond 1 2 3,ZERG
54980,Asuka,9882347,Diamond 1 2 3,PROTOSS
54981,llllllllllll,9889913,Diamond 1 2 3,PROTOSS
54982,yajo,4521394,Diamond 1 2 3,PROTOSS
54983,GSM,6960972,Diamond 1 2 3,PROTOSS
54984,Buibui,8424883,Diamond 1 2 3,TERRAN
54985,AggressiveTR,1411583,Diamond 1 2 3,PROTOSS
54986,DelinJa,980503,Diamond 1 2 3,ZERG
54987,WSW,2292169,Diamond 1 2 3,ZERG
54988,FOneRacer,9558401,Diamond 1 2 3,PROTOSS
54989,Sound,7572852,Diamond 1 2 3,RANDOM
54990,XPEBET,2409758,Diamond 1 2 3,ZERG
54991,ИмбаТерран,455204,Diamond 1 2 3,PROTOSS
54992,SalyT,2984381,Diamond 1 2 3,RANDOM
54993,hosun,4164421,Diamond 1 2 3,ZERG
54994,jackson,9612771,Diamond 1 2 3,ZERG
54995,Pak,761139,Diamond 1 2 3,PROTOSS
54996,Sulya,5548877,Diamond 1 2 3,ZERG
54997,Hibouxde,2936886,Diamond 1 2 3,PROTOSS
54998,Придурок,6609306,Diamond 1 2 3,ZERG
54999,Klaus,9645471,Diamond 1 2 3,ZERG
55000,IIIIIIIIIIII,1086088,Diamond 1 2 3,PROTOSS
55001,OncleFreddy,6215709,Diamond 1 2 3,TERRAN
55002,Drun,775347,Diamond 1 2 3,ZERG
55003,Perseus,6896157,Diamond 1 2 3,PROTOSS
55004,Optoss,9800014,Diamond 1 2 3,TERRAN
55005,Geronimo,51228,Diamond 1 2 3,TERRAN
55006,MAJORCApower,3169205,Diamond 1 2 3,RANDOM
55007,Ezai,3343923,Diamond 1 2 3,PROTOSS
55008,Pims,2629762,Diamond 1 2 3,PROTOSS
55009,DukeWilliam,9966310,Diamond 1 2 3,TERRAN
55010,DarthRobin,9277639,Diamond 1 2 3,PROTOSS
55011,Razaac,1709147,Diamond 1 2 3,TERRAN
55012,BronzeHero,9985846,Diamond 1 2 3,ZERG
55013,Emberck,7608140,Diamond 1 2 3,ZERG
55014,NoobMaster,9186643,Diamond 1 2 3,ZERG
55015,Waldo,8136444,Diamond 1 2 3,ZERG
55016,Ihatelag,8308375,Diamond 1 2 3,TERRAN
55017,Moradagh,4152087,Diamond 1 2 3,PROTOSS
55018,Zeys,5977714,Diamond 1 2 3,PROTOSS
55019,MrBrown,967665,Diamond 1 2 3,ZERG
55020,tuzikO,9650913,Diamond 1 2 3,ZERG
55021,capra,2510843,Diamond 1 2 3,TERRAN
55022,Vérmes,640631,Diamond 1 2 3,ZERG
55023,sOsStan,3361336,Diamond 1 2 3,RANDOM
55024,jamppa,1888187,Diamond 1 2 3,TERRAN
55025,БанкиБутылки,8944331,Diamond 1 2 3,TERRAN
55026,benadam,7421741,Diamond 1 2 3,TERRAN
55027,Brasida,5024106,Diamond 1 2 3,TERRAN
55028,zmzm,8312271,Diamond 1 2 3,TERRAN
55029,Mathias,1131073,Diamond 1 2 3,ZERG
55030,Mays,641604,Diamond 1 2 3,ZERG
55031,SaN,9323744,Diamond 1 2 3,PROTOSS
55032,IIIIIIIIIIII,2358765,Diamond 1 2 3,PROTOSS
55033,Rooster,278667,Diamond 1 2 3,TERRAN
55034,Lale,7594734,Diamond 1 2 3,ZERG
55035,MaMinou,3366090,Diamond 1 2 3,ZERG
55036,Inspector,8642184,Diamond 1 2 3,PROTOSS
55037,TazMan,4474040,Diamond 1 2 3,PROTOSS
55038,vzmz,482659,Diamond 1 2 3,TERRAN
55039,KILLO,496678,Diamond 1 2 3,PROTOSS
55040,KapitanRęka,8052762,Diamond 1 2 3,ZERG
55041,SqTdRAZoR,1585168,Diamond 1 2 3,TERRAN
55042,whiskey,1035448,Diamond 1 2 3,PROTOSS
55043,ssjakal,1654920,Diamond 1 2 3,TERRAN
55044,Igon,2355962,Diamond 1 2 3,TERRAN
55045,soulman,8611562,Diamond 1 2 3,TERRAN
55046,Rippey,7799985,Diamond 1 2 3,PROTOSS
55047,chiter,66218,Diamond 1 2 3,ZERG
55048,Tema,2406322,Diamond 1 2 3,TERRAN
55049,Cimiur,1473194,Diamond 1 2 3,TERRAN
55050,DEDUCH,87127,Diamond 1 2 3,RANDOM
55051,TheGeneral,500918,Diamond 1 2 3,PROTOSS
55052,masatmatesc,5103652,Diamond 1 2 3,TERRAN
55053,Dinamo,9283298,Diamond 1 2 3,TERRAN
55054,Cubanomiasca,2475343,Diamond 1 2 3,RANDOM
55055,KungFuPanda,1663526,Diamond 1 2 3,ZERG
55056,Kelrog,524194,Diamond 1 2 3,TERRAN
55057,Kellael,4020760,Diamond 1 2 3,ZERG
55058,FreshD,8385677,Diamond 1 2 3,PROTOSS
55059,AtahualpA,8021911,Diamond 1 2 3,PROTOSS
55060,CaHgokaHa,3530260,Diamond 1 2 3,PROTOSS
55061,DimonGold,9460903,Diamond 1 2 3,TERRAN
55062,Fenrir,1227744,Diamond 1 2 3,RANDOM
55063,Igon,2355962,Diamond 1 2 3,ZERG
55064,Igon,2355962,Diamond 1 2 3,PROTOSS
55065,Furionix,2185192,Diamond 1 2 3,TERRAN
55066,crazysheep,9397706,Diamond 1 2 3,PROTOSS
55067,Lukas,9486698,Diamond 1 2 3,PROTOSS
55068,Berengere,6384161,Diamond 1 2 3,TERRAN
55069,denlok,9357519,Diamond 1 2 3,PROTOSS
55070,Omni,8811495,Diamond 1 2 3,PROTOSS
55071,Pat,7355395,Diamond 1 2 3,ZERG
55072,zero,9958359,Diamond 1 2 3,TERRAN
55073,Leo,169378,Diamond 1 2 3,TERRAN
55074,aylmao,4057113,Diamond 1 2 3,TERRAN
55075,PATRES,6868883,Diamond 1 2 3,ZERG
55076,AXILES,9136951,Diamond 1 2 3,RANDOM
55077,IIIIIIIIIIII,2358765,Diamond 1 2 3,ZERG
55078,Ecclebert,457361,Diamond 1 2 3,ZERG
55079,NINININI,9174451,Diamond 1 2 3,PROTOSS
55080,flickflack,4375459,Diamond 1 2 3,PROTOSS
55081,masatmatesc,5103652,Diamond 1 2 3,PROTOSS
55082,Parzival,2519501,Diamond 1 2 3,PROTOSS
55083,Spider,1004052,Diamond 1 2 3,RANDOM
55084,Ösi,9859750,Diamond 1 2 3,ZERG
55085,Bogosotona,2063073,Diamond 1 2 3,ZERG
55086,llllllllllll,10073251,Diamond 1 2 3,PROTOSS
55087,Limerence,10077921,Diamond 1 2 3,TERRAN
55088,Yoshiro,9555425,Diamond 1 2 3,RANDOM
55089,ELDEN,2088034,Diamond 1 2 3,ZERG
55090,TheDarkneSS,1148089,Diamond 1 2 3,RANDOM
55091,Alprazolam,8107358,Diamond 1 2 3,PROTOSS
55092,Demangelo,81056,Diamond 1 2 3,TERRAN
55093,Xech,9897944,Diamond 1 2 3,ZERG
55094,Kanedias,1932599,Diamond 1 2 3,TERRAN
55095,Moonwalker,985150,Diamond 1 2 3,TERRAN
55096,FaZa,882089,Diamond 1 2 3,PROTOSS
55097,Renny,7218688,Diamond 1 2 3,ZERG
55098,theal,9821216,Diamond 1 2 3,PROTOSS
55099,Southoak,2072658,Diamond 1 2 3,ZERG
55100,Random,9870427,Diamond 1 2 3,PROTOSS
55101,SCRockstar,9918884,Diamond 1 2 3,PROTOSS
55102,PavliK,736128,Diamond 1 2 3,PROTOSS
55103,gorre,2187134,Diamond 1 2 3,RANDOM
55104,Жадность,9557988,Diamond 1 2 3,ZERG
55105,MyAmaranth,5078462,Diamond 1 2 3,TERRAN
55106,Conanesc,576124,Diamond 1 2 3,TERRAN
55107,HunteR,1074106,Diamond 1 2 3,PROTOSS
55108,Michatllo,2403218,Diamond 1 2 3,PROTOSS
55109,Dexter,8289441,Diamond 1 2 3,PROTOSS
55110,Seraph,1357574,Diamond 1 2 3,PROTOSS
55111,Griito,2443817,Diamond 1 2 3,ZERG
55112,Gerono,6379728,Diamond 1 2 3,TERRAN
55113,Marian,3055488,Diamond 1 2 3,PROTOSS
55114,IggyAzalea,3669247,Diamond 1 2 3,TERRAN
55115,Cloporte,1442163,Diamond 1 2 3,TERRAN
55116,ZeonIX,23347,Diamond 1 2 3,ZERG
55117,Roedie,1370334,Diamond 1 2 3,ZERG
55118,webdoox,4293737,Diamond 1 2 3,RANDOM
55119,,9530765,Diamond 1 2 3,ZERG
55120,Timeislife,4814354,Diamond 1 2 3,PROTOSS
55121,Elwòód,864869,Diamond 1 2 3,TERRAN
55122,Near,3102064,Diamond 1 2 3,PROTOSS
55123,SupoSatan,2193282,Diamond 1 2 3,ZERG
55124,marine,531367,Diamond 1 2 3,TERRAN
55125,inventhor,9648914,Diamond 1 2 3,TERRAN
55126,Joker,1271514,Diamond 1 2 3,PROTOSS
55127,Serega,2160914,Diamond 1 2 3,PROTOSS
55128,Kenobi,8998352,Diamond 1 2 3,TERRAN
55129,badumtss,8279484,Diamond 1 2 3,PROTOSS
55130,IIIIIIIIIIII,9274184,Diamond 1 2 3,TERRAN
55131,kiri,1492426,Diamond 1 2 3,ZERG
55132,Roedie,1370334,Diamond 1 2 3,PROTOSS
55133,Hubert,6806016,Diamond 1 2 3,TERRAN
55134,BalsaMiKe,2747272,Diamond 1 2 3,RANDOM
55135,Tim,4489767,Diamond 1 2 3,ZERG
55136,илья,1886962,Diamond 1 2 3,PROTOSS
55137,Magic,9888031,Diamond 1 2 3,TERRAN
55138,Chapa,1176177,Diamond 1 2 3,TERRAN
55139,NOK,8408076,Diamond 1 2 3,TERRAN
55140,WildWolf,2354747,Diamond 1 2 3,PROTOSS
55141,Baradur,1495437,Diamond 1 2 3,TERRAN
55142,Mike,1181508,Diamond 1 2 3,TERRAN
55143,Aborym,9973043,Diamond 1 2 3,RANDOM
55144,Cyberdriver,899938,Diamond 1 2 3,TERRAN
55145,HarveyS,1655782,Diamond 1 2 3,TERRAN
55146,Foofa,3801691,Diamond 1 2 3,RANDOM
55147,sephiroth,5107270,Diamond 1 2 3,PROTOSS
55148,Orunitia,9518040,Diamond 1 2 3,TERRAN
55149,leo,3560741,Diamond 1 2 3,PROTOSS
55150,PFSade,7806094,Diamond 1 2 3,PROTOSS
55151,MennoM,2809150,Diamond 1 2 3,PROTOSS
55152,MrMobb,2080180,Diamond 1 2 3,RANDOM
55153,WindSteel,2173785,Diamond 1 2 3,TERRAN
55154,Arboo,8298496,Diamond 1 2 3,TERRAN
55155,Topas,4544476,Diamond 1 2 3,PROTOSS
55156,JamesWhite,9959431,Diamond 1 2 3,TERRAN
55157,CraftStarNL,4379932,Diamond 1 2 3,PROTOSS
55158,Turbocat,1336712,Diamond 1 2 3,TERRAN
55159,cjk,638106,Diamond 1 2 3,PROTOSS
55160,ANALogPush,9914898,Diamond 1 2 3,TERRAN
55161,RichFroning,9128809,Diamond 1 2 3,TERRAN
55162,Ninjatox,4373078,Diamond 1 2 3,ZERG
55163,Red,2356735,Diamond 1 2 3,RANDOM
55164,Fufel,831353,Diamond 1 2 3,ZERG
55165,Filop,7362982,Diamond 1 2 3,PROTOSS
55166,FreshPrince,1124077,Diamond 1 2 3,ZERG
55167,deni,8948259,Diamond 1 2 3,TERRAN
55168,Krak,7589308,Diamond 1 2 3,TERRAN
55169,Kelrog,524194,Diamond 1 2 3,RANDOM
55170,DaWitchDokta,1676218,Diamond 1 2 3,PROTOSS
55171,AkademKing,9748748,Diamond 1 2 3,TERRAN
55172,Arctus,1608335,Diamond 1 2 3,PROTOSS
55173,OeMss,48147,Diamond 1 2 3,RANDOM
55174,Pestinkonq,8743783,Diamond 1 2 3,PROTOSS
55175,kamiv,104439,Diamond 1 2 3,ZERG
55176,bgSaboteur,2167233,Diamond 1 2 3,ZERG
55177,OhmInpw,1045831,Diamond 1 2 3,ZERG
55178,Hatred,7120799,Diamond 1 2 3,TERRAN
55179,KoreanBoy,1915059,Diamond 1 2 3,PROTOSS
55180,OhmInpw,1045831,Diamond 1 2 3,TERRAN
55181,natanan,8358402,Diamond 1 2 3,TERRAN
55182,Joker,1271514,Diamond 1 2 3,RANDOM
55183,StanMarsh,2033110,Diamond 1 2 3,ZERG
55184,Shanen,4370250,Diamond 1 2 3,RANDOM
55185,Jaz,1118448,Diamond 1 2 3,ZERG
55186,Raven,10151839,Diamond 1 2 3,ZERG
55187,LowAPM,1798008,Diamond 1 2 3,TERRAN
55188,Komagiri,2410724,Diamond 1 2 3,ZERG
55189,Yegres,2101474,Diamond 1 2 3,ZERG
55190,Comodoro,295258,Diamond 1 2 3,TERRAN
55191,Dalevi,845500,Diamond 1 2 3,ZERG
55192,Gilloux,7539587,Diamond 1 2 3,ZERG
55193,QeneN,7544911,Diamond 1 2 3,ZERG
55194,DragonionS,1904252,Diamond 1 2 3,ZERG
55195,Kanoya,1008141,Diamond 1 2 3,TERRAN
55196,AgeStaR,243545,Diamond 1 2 3,TERRAN
55197,llllllllllll,219919,Diamond 1 2 3,ZERG
55198,OliFour,1779828,Diamond 1 2 3,ZERG
55199,BossTweed,8381238,Diamond 1 2 3,TERRAN
55200,TemplarMike,9832962,Diamond 1 2 3,PROTOSS
55201,knedlík,8298578,Diamond 1 2 3,ZERG
55202,keries,554057,Diamond 1 2 3,PROTOSS
55203,SirSpook,550817,Diamond 1 2 3,ZERG
55204,Link,7994899,Diamond 1 2 3,TERRAN
55205,knedlík,8298578,Diamond 1 2 3,TERRAN
55206,AlWahad,6839668,Diamond 1 2 3,TERRAN
55207,IcyHot,2060237,Diamond 1 2 3,TERRAN
55208,yanagita,9347839,Diamond 1 2 3,TERRAN
55209,caRnAGE,348582,Diamond 1 2 3,TERRAN
55210,Timasyan,1967815,Diamond 1 2 3,TERRAN
55211,GimboSpark,6388362,Diamond 1 2 3,RANDOM
55212,Khoma,2164281,Diamond 1 2 3,TERRAN
55213,Dzigoro,409418,Diamond 1 2 3,TERRAN
55214,OnlyGlobal,1142861,Diamond 1 2 3,TERRAN
55215,KOVALSKY,9735224,Diamond 1 2 3,PROTOSS
55216,deadcrush,1283566,Diamond 1 2 3,TERRAN
55217,BiHiTRiLL,1511694,Diamond 1 2 3,ZERG
55218,eCHo,1259985,Diamond 1 2 3,TERRAN
55219,Hero,1025491,Diamond 1 2 3,RANDOM
55220,DanShaku,4316164,Diamond 1 2 3,PROTOSS
55221,AraOrun,1653497,Diamond 1 2 3,ZERG
55222,WalterWhite,2917176,Diamond 1 2 3,ZERG
55223,RubenOs,881679,Diamond 1 2 3,RANDOM
55224,Satyre,8752363,Diamond 1 2 3,PROTOSS
55225,Jey,7834794,Diamond 1 2 3,ZERG
55226,Nevus,8829413,Diamond 1 2 3,PROTOSS
55227,CooLWeB,762808,Diamond 1 2 3,TERRAN
55228,Arvantis,847580,Diamond 1 2 3,TERRAN
55229,JoeBlack,1181819,Diamond 1 2 3,TERRAN
55230,Langfinger,7864634,Diamond 1 2 3,ZERG
55231,badidea,4236847,Diamond 1 2 3,PROTOSS
55232,Kaperjaki,10074739,Diamond 1 2 3,TERRAN
55233,Dazdranagon,9958710,Diamond 1 2 3,PROTOSS
55234,Jeje,332147,Diamond 1 2 3,ZERG
55235,grzego,4470315,Diamond 1 2 3,PROTOSS
55236,doblejota,1974976,Diamond 1 2 3,TERRAN
55237,Bubble,4518350,Diamond 1 2 3,ZERG
55238,Omnath,6048141,Diamond 1 2 3,ZERG
55239,IsoPropyl,9363278,Diamond 1 2 3,ZERG
55240,Lumnezia,724773,Diamond 1 2 3,ZERG
55241,Kisliy,371284,Diamond 1 2 3,TERRAN
55242,deadpool,8409445,Diamond 1 2 3,RANDOM
55243,Robstaa,3633840,Diamond 1 2 3,ZERG
55244,GeroPsycho,9265629,Diamond 1 2 3,PROTOSS
55245,dionisius,59879,Diamond 1 2 3,TERRAN
55246,StrikeImPact,2981470,Diamond 1 2 3,ZERG
55247,Maxos,4362296,Diamond 1 2 3,PROTOSS
55248,PinkPony,1720019,Diamond 1 2 3,RANDOM
55249,BenkokaRulz,8116165,Diamond 1 2 3,ZERG
55250,Panoramix,8841547,Diamond 1 2 3,PROTOSS
55251,KotObormoT,7611816,Diamond 1 2 3,TERRAN
55252,Wingedtyphon,6865742,Diamond 1 2 3,ZERG
55253,Druss,2325122,Diamond 1 2 3,RANDOM
55254,XXLnoob,7842244,Diamond 1 2 3,ZERG
55255,Somi,3169285,Diamond 1 2 3,RANDOM
55256,JakRam,6703448,Diamond 1 2 3,RANDOM
55257,ostmannen,1473454,Diamond 1 2 3,PROTOSS
55258,Unique,3299440,Diamond 1 2 3,PROTOSS
55259,Lolkek,9082663,Diamond 1 2 3,ZERG
55260,Mulemech,798958,Diamond 1 2 3,ZERG
55261,braintvs,8055169,Diamond 1 2 3,PROTOSS
55262,barbouse,5628321,Diamond 1 2 3,PROTOSS
55263,Sanga,6521518,Diamond 1 2 3,ZERG
55264,SlipKoT,1736825,Diamond 1 2 3,PROTOSS
55265,Ghost,1034019,Diamond 1 2 3,TERRAN
55266,dionisius,59879,Diamond 1 2 3,ZERG
55267,StormBringer,1754877,Diamond 1 2 3,TERRAN
55268,RGdt,2523245,Diamond 1 2 3,ZERG
55269,SUNcontrol,7431627,Diamond 1 2 3,TERRAN
55270,Rumus,9500040,Diamond 1 2 3,ZERG
55271,Rayben,9846841,Diamond 1 2 3,TERRAN
55272,MaXaM,1926312,Diamond 1 2 3,PROTOSS
55273,lolz,6761714,Diamond 1 2 3,PROTOSS
55274,Reverse,2345770,Diamond 1 2 3,TERRAN
55275,Ætheling,1875844,Diamond 1 2 3,TERRAN
55276,КузьмасВинья,8909451,Diamond 1 2 3,PROTOSS
55277,General,1922990,Diamond 1 2 3,TERRAN
55278,Lokhaine,5048530,Diamond 1 2 3,TERRAN
55279,Sypherzdaiz,9388942,Diamond 1 2 3,ZERG
55280,bruh,1337687,Diamond 1 2 3,PROTOSS
55281,HellbatKing,1820115,Diamond 1 2 3,ZERG
55282,BunnyGirlFTW,10109354,Diamond 1 2 3,TERRAN
55283,ЗлойКошарик,9531432,Diamond 1 2 3,ZERG
55284,EgisLorenzo,671916,Diamond 1 2 3,ZERG
55285,Liberty,9069536,Diamond 1 2 3,ZERG
55286,PtitKiné,6997489,Diamond 1 2 3,TERRAN
55287,Sky,832207,Diamond 1 2 3,TERRAN
55288,Lilith,8766343,Diamond 1 2 3,ZERG
55289,Roi,184967,Diamond 1 2 3,RANDOM
55290,Moshpilingus,1211178,Diamond 1 2 3,TERRAN
55291,Jasb,9481413,Diamond 1 2 3,TERRAN
55292,Rayback,2731255,Diamond 1 2 3,ZERG
55293,Lolkopf,9412067,Diamond 1 2 3,PROTOSS
55294,VorlonKush,1271248,Diamond 1 2 3,PROTOSS
55295,Lapsus,417633,Diamond 1 2 3,PROTOSS
55296,chaos,8824748,Diamond 1 2 3,PROTOSS
55297,barcode,2424973,Diamond 1 2 3,PROTOSS
55298,kype,7682723,Diamond 1 2 3,PROTOSS
55299,cosmicbaby,611594,Diamond 1 2 3,RANDOM
55300,Saigonara,8610646,Diamond 1 2 3,PROTOSS
55301,SpazzyMcGee,1857482,Diamond 1 2 3,PROTOSS
55302,Zepto,9073937,Diamond 1 2 3,ZERG
55303,Gho,8564852,Diamond 1 2 3,TERRAN
55304,AlCadrone,2626562,Diamond 1 2 3,ZERG
55305,Hell,8923448,Diamond 1 2 3,ZERG
55306,DerStu,8602182,Diamond 1 2 3,ZERG
55307,detonator,4048704,Diamond 1 2 3,RANDOM
55308,Naisy,549457,Diamond 1 2 3,ZERG
55309,Pyszczak,4559451,Diamond 1 2 3,TERRAN
55310,Gencho,5830002,Diamond 1 2 3,RANDOM
55311,Kinnicoun,6606012,Diamond 1 2 3,RANDOM
55312,Antaphy,737458,Diamond 1 2 3,ZERG
55313,cosmicbaby,611594,Diamond 1 2 3,ZERG
55314,MadMan,5113173,Diamond 1 2 3,PROTOSS
55315,Luke,1864435,Diamond 1 2 3,ZERG
55316,Cheval,654288,Diamond 1 2 3,TERRAN
55317,Toor,8401608,Diamond 1 2 3,ZERG
55318,Nei,306331,Diamond 1 2 3,PROTOSS
55319,edea,8121422,Diamond 1 2 3,ZERG
55320,MSA,1371232,Diamond 1 2 3,TERRAN
55321,Grizzly,1098428,Diamond 1 2 3,RANDOM
55322,Osendi,1290108,Diamond 1 2 3,PROTOSS
55323,pixeltt,1084396,Diamond 1 2 3,ZERG
55324,Colombo,183469,Diamond 1 2 3,TERRAN
55325,Grez,9192694,Diamond 1 2 3,ZERG
55326,Simpen,4653863,Diamond 1 2 3,ZERG
55327,LetMePwnU,1657702,Diamond 1 2 3,TERRAN
55328,Lion,5665486,Diamond 1 2 3,TERRAN
55329,Euler,5900317,Diamond 1 2 3,ZERG
55330,AleksTin,187020,Diamond 1 2 3,TERRAN
55331,Naserox,2646172,Diamond 1 2 3,ZERG
55332,Parapoomba,8256631,Diamond 1 2 3,ZERG
55333,Yocto,8827842,Diamond 1 2 3,ZERG
55334,decel,1137074,Diamond 1 2 3,PROTOSS
55335,Eneace,3725002,Diamond 1 2 3,ZERG
55336,Kolo,6251432,Diamond 1 2 3,PROTOSS
55337,fresh,343809,Diamond 1 2 3,PROTOSS
55338,SandStorm,3628104,Diamond 1 2 3,RANDOM
55339,Pädl,3711168,Diamond 1 2 3,TERRAN
55340,FknCheEsr,7830405,Diamond 1 2 3,ZERG
55341,MahaCarrier,8147111,Diamond 1 2 3,ZERG
55342,Xsäk,202789,Diamond 1 2 3,TERRAN
55343,MeDum,1358196,Diamond 1 2 3,ZERG
55344,FIIamove,1781341,Diamond 1 2 3,ZERG
55345,TerroR,10049737,Diamond 1 2 3,TERRAN
55346,PTSDM,6747549,Diamond 1 2 3,PROTOSS
55347,People,1312731,Diamond 1 2 3,PROTOSS
55348,Krusnik,2516,Diamond 1 2 3,PROTOSS
55349,TrisX,4515591,Diamond 1 2 3,ZERG
55350,Khyane,3705039,Diamond 1 2 3,TERRAN
55351,JoanDArchon,9576406,Diamond 1 2 3,ZERG
55352,VillainK,217121,Diamond 1 2 3,ZERG
55353,xXiklititiXx,4630264,Diamond 1 2 3,PROTOSS
55354,Fufel,831353,Diamond 1 2 3,PROTOSS
55355,Mewsly,2379887,Diamond 1 2 3,PROTOSS
55356,Gho,8564852,Diamond 1 2 3,ZERG
55357,SerialKiller,7974116,Diamond 1 2 3,TERRAN
55358,Hulkmania,710026,Diamond 1 2 3,PROTOSS
55359,Lucius,1797831,Diamond 1 2 3,TERRAN
55360,FLIMBLI,2104826,Diamond 1 2 3,TERRAN
55361,DemFly,2004066,Diamond 1 2 3,PROTOSS
55362,vastakUa,9874834,Diamond 1 2 3,ZERG
55363,stichtom,1811117,Diamond 1 2 3,RANDOM
55364,SmirnOFF,284553,Diamond 1 2 3,ZERG
55365,kaka,4511151,Diamond 1 2 3,PROTOSS
55366,Gambrinus,1642779,Diamond 1 2 3,PROTOSS
55367,Tekaa,4275589,Diamond 1 2 3,ZERG
55368,SeriousSam,1053007,Diamond 1 2 3,ZERG
55369,Marschall,787880,Diamond 1 2 3,ZERG
55370,bluppq,9003305,Diamond 1 2 3,RANDOM
55371,STIMZ,6667702,Diamond 1 2 3,TERRAN
55372,postrazvedka,1857518,Diamond 1 2 3,ZERG
55373,LeDuc,2644250,Diamond 1 2 3,RANDOM
55374,Hackrolf,3418363,Diamond 1 2 3,ZERG
55375,PHOTONEEEEEE,8686947,Diamond 1 2 3,TERRAN
55376,Deamodiss,786584,Diamond 1 2 3,TERRAN
55377,AzovRegiment,7338990,Diamond 1 2 3,ZERG
55378,Demerzel,9211667,Diamond 1 2 3,ZERG
55379,MrFox,2168503,Diamond 1 2 3,RANDOM
55380,Knocks,1772234,Diamond 1 2 3,TERRAN
55381,Rohkar,8261921,Diamond 1 2 3,PROTOSS
55382,Kiwi,8347199,Diamond 1 2 3,RANDOM
55383,VanishingDol,7980616,Diamond 1 2 3,ZERG
55384,KickAss,245401,Diamond 1 2 3,PROTOSS
55385,Novapolitan,977604,Diamond 1 2 3,PROTOSS
55386,bes,749229,Diamond 1 2 3,TERRAN
55387,PaperDragon,9095732,Diamond 1 2 3,ZERG
55388,Caterpillar,7367165,Diamond 1 2 3,PROTOSS
55389,Warf,7361327,Diamond 1 2 3,TERRAN
55390,Carogna,8207017,Diamond 1 2 3,ZERG
55391,Foxsuze,2128774,Diamond 1 2 3,RANDOM
55392,Graine,8885886,Diamond 1 2 3,PROTOSS
55393,Revo,3501022,Diamond 1 2 3,TERRAN
55394,cabris,607572,Diamond 1 2 3,TERRAN
55395,Quidex,7246798,Diamond 1 2 3,PROTOSS
55396,SrAǂHgtefr,2610700,Diamond 1 2 3,ZERG
55397,ssss,9690103,Diamond 1 2 3,TERRAN
55398,IIIIIIIIIIII,8039630,Diamond 1 2 3,PROTOSS
55399,ZloBOYzeRRR,5823086,Diamond 1 2 3,ZERG
55400,Manile,1880752,Diamond 1 2 3,ZERG
55401,HyperSonic,4287796,Diamond 1 2 3,ZERG
55402,Aqisiaq,7992592,Diamond 1 2 3,ZERG
55403,Dethkloker,5438854,Diamond 1 2 3,TERRAN
55404,jAyJaY,815572,Diamond 1 2 3,RANDOM
55405,DearMight,9751259,Diamond 1 2 3,ZERG
55406,mooOOOjtiw,3301148,Diamond 1 2 3,PROTOSS
55407,Анальгин,126132,Diamond 1 2 3,TERRAN
55408,Viper,5605360,Diamond 1 2 3,ZERG
55409,Mati,7402667,Diamond 1 2 3,TERRAN
55410,morDuck,6463189,Diamond 1 2 3,ZERG
55411,Taogamer,5829586,Diamond 1 2 3,TERRAN
55412,Crow,9219027,Diamond 1 2 3,ZERG
55413,lings,10024818,Diamond 1 2 3,ZERG
55414,InnerSpirit,208469,Diamond 1 2 3,ZERG
55415,Guru,495979,Diamond 1 2 3,PROTOSS
55416,protosser,5218910,Diamond 1 2 3,ZERG
55417,mixeRRR,9934220,Diamond 1 2 3,ZERG
55418,hzkiller,10004707,Diamond 1 2 3,TERRAN
55419,Refractor,2002884,Diamond 1 2 3,TERRAN
55420,Fenris,7143999,Diamond 1 2 3,TERRAN
55421,Yang,6266486,Diamond 1 2 3,PROTOSS
55422,Rickmouth,789030,Diamond 1 2 3,PROTOSS
55423,STALKER,2139147,Diamond 1 2 3,TERRAN
55424,LRSAD,1648231,Diamond 1 2 3,ZERG
55425,MageAJ,1505427,Diamond 1 2 3,PROTOSS
55426,flouchy,2910872,Diamond 1 2 3,TERRAN
55427,corsaire,1355090,Diamond 1 2 3,ZERG
55428,BMouzone,584954,Diamond 1 2 3,TERRAN
55429,MrsAhrim,8996777,Diamond 1 2 3,TERRAN
55430,Relentless,2649402,Diamond 1 2 3,ZERG
55431,llllllllllll,570066,Diamond 1 2 3,PROTOSS
55432,DzJeth,556556,Diamond 1 2 3,PROTOSS
55433,Argonavt,1935264,Diamond 1 2 3,ZERG
55434,Lux,2504992,Diamond 1 2 3,TERRAN
55435,ФанатХита,469413,Diamond 1 2 3,PROTOSS
55436,GranAdmiral,1081849,Diamond 1 2 3,ZERG
