,Name,playerid,league,FavoriteRace
51847,AlexYar,209402,Silver 2,PROTOSS
51848,OXOTHuKsm,9814428,Silver 2,TERRAN
51849,Ergonita,9264144,Silver 2,TERRAN
51850,Firecreek,214700,Silver 2,TERRAN
51851,vojak,8191367,Silver 2,PROTOSS
51852,WenoM,8685906,Silver 2,PROTOSS
51853,netWolf,2562908,Silver 2,TERRAN
51854,MehruneDagon,2378129,Silver 2,PROTOSS
51855,ДраконТеней,9940150,Silver 2,TERRAN
51856,Miok,8832336,Silver 2,TERRAN
51857,Gardt,6480903,Silver 2,PROTOSS
51858,Lazy,8260345,Silver 2,TERRAN
51859,Shiren,4279090,Silver 2,PROTOSS
51860,wyvernheart,5327205,Silver 2,PROTOSS
51861,FROST,9411815,Silver 2,ZERG
51862,овощьс,9432339,Silver 2,PROTOSS
51863,DECIMOTERCER,370363,Silver 2,TERRAN
51864,Argol,9562125,Silver 2,ZERG
51865,ziz,2424457,Silver 2,PROTOSS
51866,APELSIN,3502019,Silver 2,TERRAN
51867,Mageros,3774020,Silver 2,TERRAN
51868,BDSMaster,2283665,Silver 2,PROTOSS
51869,HITULE,9455077,Silver 2,ZERG
51870,Pite,6843161,Silver 2,TERRAN
51871,mirorra,9914062,Silver 2,PROTOSS
51872,Illua,7897343,Silver 2,PROTOSS
51873,Cloudbob,9177184,Silver 2,TERRAN
51874,Omenski,2341019,Silver 2,TERRAN
51875,ItsDONI,2440587,Silver 2,ZERG
51876,Кайтлен,9730916,Silver 2,TERRAN
51877,Shadow,8553597,Silver 2,ZERG
51878,Diego,3837306,Silver 2,PROTOSS
51879,Lud,9534201,Silver 2,PROTOSS
51880,Sbwooby,10065127,Silver 2,ZERG
51881,Vassabi,9562904,Silver 2,PROTOSS
51882,Shoock,2513335,Silver 2,ZERG
51883,Rage,7581756,Silver 2,PROTOSS
51884,ISwGIiImixI,397783,Silver 2,TERRAN
51885,вячеслав,7575806,Silver 2,PROTOSS
51886,NastyNickel,1034426,Silver 2,TERRAN
51887,Giamo,2363473,Silver 2,TERRAN
51888,BLINKFIRE,629651,Silver 2,PROTOSS
51889,SKLIFASOVSKI,8994371,Silver 2,PROTOSS
51890,SANFROIX,851815,Silver 2,TERRAN
51891,AlexChyk,10063118,Silver 2,PROTOSS
51892,Nightik,10145836,Silver 2,PROTOSS
51893,Shabilon,9152985,Silver 2,ZERG
51894,Zadrok,7815856,Silver 2,TERRAN
51895,andrey,2455823,Silver 2,TERRAN
51896,MrGame,9947873,Silver 2,PROTOSS
51897,BattleStar,9330780,Silver 2,TERRAN
51898,Katara,9921862,Silver 2,TERRAN
51899,RomaXa,2313445,Silver 2,PROTOSS
51900,SZNT,2540790,Silver 2,TERRAN
51901,BAPO,9879061,Silver 2,PROTOSS
51902,risa,8604274,Silver 2,PROTOSS
51903,Schwietzi,7810484,Silver 2,TERRAN
51904,MegaVolt,2112533,Silver 2,TERRAN
51905,Ulyse,9317544,Silver 2,PROTOSS
51906,monochrom,1211897,Silver 2,TERRAN
51907,duffy,9434612,Silver 2,PROTOSS
51908,OLO,9645779,Silver 2,TERRAN
51909,arthanix,550669,Silver 2,TERRAN
51910,Merso,9689609,Silver 2,TERRAN
51911,Glenn,10175512,Silver 2,TERRAN
51912,doktor,10133022,Silver 2,PROTOSS
51913,Echo,795940,Silver 2,ZERG
51914,MixidJidon,9962350,Silver 2,PROTOSS
51915,TurlamBejna,10041430,Silver 2,TERRAN
51916,popol,10226752,Silver 2,TERRAN
51917,ХХХХХХ,9643205,Silver 2,ZERG
51918,Demetrius,9564054,Silver 2,PROTOSS
51919,Essigessenz,581625,Silver 2,ZERG
51920,alex,570398,Silver 2,TERRAN
51921,Sloker,9459314,Silver 2,TERRAN
51922,Daniil,5019511,Silver 2,PROTOSS
51923,GostLrt,9569121,Silver 2,TERRAN
51924,TeG,2508518,Silver 2,PROTOSS
51925,ааа,10214918,Silver 2,PROTOSS
51926,ElCampeador,1779951,Silver 2,TERRAN
51927,BoonTing,10209785,Silver 2,TERRAN
51928,MrRandile,9035456,Silver 2,ZERG
51929,TeG,2508518,Silver 2,ZERG
51930,Merzlong,9427254,Silver 2,ZERG
51931,GAFLukas,9893937,Silver 2,TERRAN
51932,doudet,1963628,Silver 2,TERRAN
51933,buduumnee,898084,Silver 2,PROTOSS
51934,Juggernaut,2100252,Silver 2,ZERG
51935,KyleReese,8733145,Silver 2,PROTOSS
51936,KruEv,883790,Silver 2,TERRAN
51937,AmOxOs,5460337,Silver 2,TERRAN
51938,jeuneinconnu,2973793,Silver 2,ZERG
51939,Nazca,10000035,Silver 2,PROTOSS
51940,bavon,9468628,Silver 2,ZERG
51941,pggsmr,9944209,Silver 2,PROTOSS
51942,BirdyBird,4343363,Silver 2,RANDOM
51943,Bigoudy,7955193,Silver 2,PROTOSS
51944,Gabriel,4188478,Silver 2,TERRAN
51945,Somberlain,3748407,Silver 2,PROTOSS
51946,Mircea,400621,Silver 2,TERRAN
51947,KenFin,10049600,Silver 2,TERRAN
51948,Stik,834303,Silver 2,TERRAN
51949,RuedieboY,5458482,Silver 2,TERRAN
51950,Cyber,9670797,Silver 2,TERRAN
51951,Fatalny,1830939,Silver 2,PROTOSS
51952,sim,9740368,Silver 2,PROTOSS
51953,gen,9492966,Silver 2,ZERG
51954,OGTJ,8950748,Silver 2,TERRAN
51955,Baw,5849488,Silver 2,PROTOSS
51956,Adil,1927861,Silver 2,PROTOSS
51957,terZERprot,9366719,Silver 2,RANDOM
51958,Pergaña,521076,Silver 2,TERRAN
51959,TudorBot,8762147,Silver 2,TERRAN
51960,Вано,9958557,Silver 2,TERRAN
51961,esperanto,7206987,Silver 2,PROTOSS
51962,GeneralWang,199564,Silver 2,TERRAN
51963,Dumbledore,6153833,Silver 2,TERRAN
51964,toss,2218277,Silver 2,TERRAN
51965,Pawel,9358828,Silver 2,PROTOSS
51966,АядумалСова,9981827,Silver 2,PROTOSS
51967,RubiX,2449234,Silver 2,TERRAN
51968,Goliats,6735310,Silver 2,ZERG
51969,Ivanus,10016893,Silver 2,TERRAN
51970,Sabziro,9008229,Silver 2,TERRAN
51971,playmaster,2444939,Silver 2,ZERG
51972,Rupacitus,2344646,Silver 2,PROTOSS
51973,WooD,3410301,Silver 2,TERRAN
51974,ProstoKust,2369764,Silver 2,RANDOM
51975,Дантим,9778972,Silver 2,TERRAN
51976,suharyk,1798847,Silver 2,PROTOSS
51977,slipperman,1840287,Silver 2,TERRAN
51978,JJRipYourAss,3873778,Silver 2,TERRAN
51979,Ashiky,7705714,Silver 2,ZERG
51980,Дмитрий,2327174,Silver 2,PROTOSS
51981,neXt,3007426,Silver 2,TERRAN
51982,Caveman,3039499,Silver 2,ZERG
51983,Дворфхуюн,10171726,Silver 2,ZERG
51984,Ponder,432346,Silver 2,ZERG
51985,Zeratul,76344,Silver 2,ZERG
51986,Freak,9116857,Silver 2,TERRAN
51987,Евгениус,8902925,Silver 2,TERRAN
51988,DrFunnY,2496773,Silver 2,PROTOSS
51989,TARAN,1184776,Silver 2,ZERG
51990,ShaiHulud,1623313,Silver 2,PROTOSS
51991,HeinB,1002672,Silver 2,RANDOM
51992,flooydOG,10251950,Silver 2,TERRAN
51993,neuroskiff,240113,Silver 2,TERRAN
51994,Lukreciy,9085342,Silver 2,TERRAN
51995,ShadeOsun,10258830,Silver 2,ZERG
51996,spacemonkey,10265136,Silver 2,ZERG
51997,Exya,2347898,Silver 2,TERRAN
51998,zeka,10249984,Silver 2,TERRAN
51999,politicojuan,10261823,Silver 2,TERRAN
52000,UDB,562083,Silver 2,TERRAN
52001,madmurph,6525839,Silver 2,TERRAN
52002,Todde,1353702,Silver 2,ZERG
52003,Archon,7540529,Silver 2,ZERG
52004,GetouT,9905155,Silver 2,PROTOSS
52005,Bogut,10261410,Silver 2,TERRAN
52006,Pukki,9527409,Silver 2,TERRAN
52007,Skull,4080647,Silver 2,TERRAN
52008,Feo,7330126,Silver 2,PROTOSS
52009,unknown,9047517,Silver 2,ZERG
52010,Arnak,1686682,Silver 2,TERRAN
52011,lemarineroya,9053515,Silver 2,TERRAN
52012,Artanis,10159308,Silver 2,PROTOSS
52013,Arranthes,8556166,Silver 2,TERRAN
52014,Woftchik,2048825,Silver 2,PROTOSS
52015,benine,7450440,Silver 2,TERRAN
52016,Sticky,3360713,Silver 2,ZERG
52017,DEEYO,10248984,Silver 2,PROTOSS
52018,Sparkycgd,5424518,Silver 2,TERRAN
52019,Zergling,10018368,Silver 2,PROTOSS
52020,Kallli,1321228,Silver 2,TERRAN
52021,tor,10217111,Silver 2,PROTOSS
52022,Killer,10090335,Silver 2,TERRAN
52023,Genri,4018839,Silver 2,TERRAN
52024,Spaøwn,3528341,Silver 2,ZERG
52025,EuclidDeos,8667032,Silver 2,TERRAN
52026,monkeeee,5209846,Silver 2,TERRAN
52027,Kronos,1931537,Silver 2,ZERG
52028,DarkThor,5012701,Silver 2,ZERG
52029,WorX,3558648,Silver 2,PROTOSS
52030,Gofri,8419711,Silver 2,PROTOSS
52031,Icarion,8792786,Silver 2,RANDOM
52032,Соль,9933960,Silver 2,PROTOSS
52033,Teriyaki,9852182,Silver 2,PROTOSS
52034,Neo,4023823,Silver 2,TERRAN
52035,Jovcha,7311742,Silver 2,PROTOSS
52036,MrZorg,636705,Silver 2,TERRAN
52037,tksjjrocks,7579307,Silver 2,PROTOSS
52038,SCllDraedu,1265667,Silver 2,PROTOSS
52039,sebdud,7032826,Silver 2,ZERG
52040,dage,9366856,Silver 2,PROTOSS
52041,Wildgrass,10257921,Silver 2,TERRAN
52042,Murdok,2331389,Silver 2,TERRAN
52043,fuzzychild,2225885,Silver 2,TERRAN
52044,GhostDog,5589308,Silver 2,PROTOSS
52045,Nobunaga,10216918,Silver 2,ZERG
52046,CEKI,9496974,Silver 2,TERRAN
52047,abek,1705346,Silver 2,PROTOSS
52048,muran,9878904,Silver 2,PROTOSS
52049,PogromcaF,9501594,Silver 2,TERRAN
52050,ZerKapral,8993136,Silver 2,TERRAN
52051,titoo,6645041,Silver 2,PROTOSS
52052,Chaan,2163249,Silver 2,PROTOSS
52053,Jijona,1551901,Silver 2,RANDOM
52054,Hadi,10088128,Silver 2,PROTOSS
52055,Krematorij,2464099,Silver 2,TERRAN
52056,DEstroyer,8792225,Silver 2,TERRAN
52057,imagersor,9949290,Silver 2,TERRAN
52058,BiggieSmalls,10174763,Silver 2,TERRAN
52059,Kirrua,9572503,Silver 2,TERRAN
52060,rubes,9437546,Silver 2,PROTOSS
52061,Hammy,6554718,Silver 2,PROTOSS
52062,Necroalien,9907262,Silver 2,ZERG
52063,BlackMamba,2514282,Silver 2,ZERG
52064,Dagon,8155039,Silver 2,PROTOSS
52065,NEVEN,4822115,Silver 2,TERRAN
52066,snowpriiest,10041463,Silver 2,TERRAN
52067,JonnyD,2306227,Silver 2,TERRAN
52068,XDM,10039291,Silver 2,ZERG
52069,cryptix,1914452,Silver 2,TERRAN
52070,TomasA,8261397,Silver 2,PROTOSS
52071,Pacis,2362041,Silver 2,TERRAN
52072,Катеночекмяу,782991,Silver 2,ZERG
52073,fastep,10222656,Silver 2,RANDOM
52074,ШиндырМындыр,536995,Silver 2,TERRAN
52075,thellamafred,8435148,Silver 2,PROTOSS
52076,Alexdesas,9256610,Silver 2,ZERG
52077,Niemand,3209044,Silver 2,PROTOSS
52078,TidusCC,3495287,Silver 2,RANDOM
52079,Stephan,787228,Silver 2,RANDOM
52080,Karminion,10253459,Silver 2,RANDOM
52081,Tomecki,1667879,Silver 2,TERRAN
52082,schrapnel,1666779,Silver 2,TERRAN
52083,Mistpratze,1803584,Silver 2,TERRAN
52084,МИМИК,9732085,Silver 2,RANDOM
52085,Hunter,701831,Silver 2,TERRAN
52086,KaiserWolf,9774099,Silver 2,TERRAN
52087,JaPoNoGo,9581028,Silver 2,PROTOSS
52088,swaikk,9965683,Silver 2,PROTOSS
52089,dinflinga,10143597,Silver 2,TERRAN
52090,Philip,2464384,Silver 2,ZERG
52091,Sauron,6052715,Silver 2,PROTOSS
52092,EzTribun,968459,Silver 2,RANDOM
52093,Imissmycat,8465368,Silver 2,PROTOSS
52094,Quantumind,6060960,Silver 2,TERRAN
52095,Eurovia,249422,Silver 2,TERRAN
52096,Nick,10246250,Silver 2,PROTOSS
52097,Meteora,10302180,Silver 2,PROTOSS
52098,pro,10307728,Silver 2,PROTOSS
52099,Chazzo,10284295,Silver 2,TERRAN
52100,Akali,7656261,Silver 2,ZERG
52101,THERainbow,9620056,Silver 2,TERRAN
52102,trione,2382690,Silver 2,PROTOSS
52103,Radius,9724136,Silver 2,TERRAN
52104,Daemon,10271147,Silver 2,TERRAN
52105,PMMM,9920312,Silver 2,PROTOSS
52106,Браттвоего,214101,Silver 2,RANDOM
52107,psylothom,1757942,Silver 2,TERRAN
52108,Homi,7192209,Silver 2,PROTOSS
52109,Ogrish,2646862,Silver 2,PROTOSS
52110,Pojjntuuss,1813350,Silver 2,ZERG
52111,mrBlues,7059225,Silver 2,PROTOSS
52112,Headbanger,8692350,Silver 2,TERRAN
52113,Stok,281280,Silver 2,PROTOSS
52114,PROKYROR,446081,Silver 2,ZERG
52115,Vladosikrom,10178393,Silver 2,TERRAN
52116,TzarLudei,2365465,Silver 2,TERRAN
52117,foqusnik,2276493,Silver 2,PROTOSS
52118,Tiamat,46019,Silver 2,RANDOM
52119,Catamorf,4245272,Silver 2,PROTOSS
52120,Xenoph,9855135,Silver 2,PROTOSS
52121,LuckyDutch,9716768,Silver 2,TERRAN
52122,shell,1915417,Silver 2,TERRAN
52123,Hector,8875531,Silver 2,TERRAN
52124,Tomster,1195615,Silver 2,PROTOSS
52125,MrProper,7168088,Silver 2,PROTOSS
52126,llllllllllll,2268911,Silver 2,ZERG
52127,аладушек,10291654,Silver 2,PROTOSS
52128,Гаврюша,9677350,Silver 2,TERRAN
52129,Nik,10227369,Silver 2,TERRAN
52130,AnGeL,9702961,Silver 2,PROTOSS
52131,www,1961657,Silver 2,ZERG
52132,Bugsy,10272980,Silver 2,TERRAN
52133,BuliPL,10158724,Silver 2,TERRAN
52134,TestPro,5264960,Silver 2,TERRAN
52135,Stc,599855,Silver 2,PROTOSS
52136,Pretext,10283926,Silver 2,PROTOSS
52137,shakis,9098946,Silver 2,TERRAN
52138,Stafeev,9393370,Silver 2,TERRAN
52139,lowsignal,2329817,Silver 2,ZERG
52140,Apa,2614517,Silver 2,TERRAN
52141,Max,194869,Silver 2,TERRAN
52142,Nord,10259131,Silver 2,TERRAN
52143,BroCollio,6884229,Silver 2,PROTOSS
52144,EMyllyan,7180335,Silver 2,PROTOSS
52145,omoniy,10317378,Silver 2,PROTOSS
52146,Vladan,10278009,Silver 2,TERRAN
52147,Beaweeer,9617220,Silver 2,ZERG
52148,Император,9943979,Silver 2,ZERG
52149,inQss,5130764,Silver 2,ZERG
52150,Nina,10174433,Silver 2,ZERG
52151,Spectress,1722151,Silver 2,TERRAN
52152,TECHNiCK,2114769,Silver 2,PROTOSS
52153,Ghost,8740276,Silver 2,TERRAN
52154,Юлия,918030,Silver 2,TERRAN
52155,davidq,2960311,Silver 2,RANDOM
52156,Jésus,8006323,Silver 2,TERRAN
52157,AnGeL,9702961,Silver 2,TERRAN
52158,MrTankmeta,7246765,Silver 2,PROTOSS
52159,PRISMA,9750647,Silver 2,RANDOM
52160,lapinou,5056597,Silver 2,TERRAN
52161,jörg,8046433,Silver 2,TERRAN
52162,helltino,9525268,Silver 2,ZERG
52163,bouboubangs,10300180,Silver 2,TERRAN
52164,IIIIIIIIIIII,10268820,Silver 2,ZERG
52165,igoruh,10281203,Silver 2,PROTOSS
52166,NightWalker,837403,Silver 2,PROTOSS
52167,Bananenbrei,9265502,Silver 2,PROTOSS
52168,dominio,8945639,Silver 2,TERRAN
52169,Yauwz,8007594,Silver 2,ZERG
52170,speariotte,10046463,Silver 2,TERRAN
52171,Romazilla,2541375,Silver 2,ZERG
52172,Muppet,9517032,Silver 2,ZERG
52173,Дунь,7380368,Silver 2,ZERG
52174,Rabiat,616031,Silver 2,PROTOSS
52175,vaniacop,1873133,Silver 2,TERRAN
52176,Filip,5723803,Silver 2,TERRAN
52177,Xurisso,9251189,Silver 2,PROTOSS
52178,Хмурыйкот,9509062,Silver 2,TERRAN
52179,STAHLWORKS,9890116,Silver 2,ZERG
52180,Android,83148,Silver 2,TERRAN
52181,Proskorupski,9520084,Silver 2,TERRAN
52182,Foxis,9179021,Silver 2,TERRAN
52183,Karinchik,2196449,Silver 2,PROTOSS
52184,frostyikarus,9197196,Silver 2,TERRAN
52185,Harlock,1946296,Silver 2,PROTOSS
52186,Murlocninja,8644614,Silver 2,TERRAN
52187,DannyBoi,3042229,Silver 2,PROTOSS
52188,turboforic,9991389,Silver 2,TERRAN
52189,BERTI,10221231,Silver 2,ZERG
52190,CrazyTrader,9685621,Silver 2,TERRAN
52191,Aquiles,965030,Silver 2,RANDOM
52192,Dmitrii,993714,Silver 2,TERRAN
52193,Rodeons,3001297,Silver 2,PROTOSS
52194,Annabelle,9986418,Silver 2,PROTOSS
52195,Petrus,2663579,Silver 2,PROTOSS
52196,GreyWorm,4933119,Silver 2,TERRAN
52197,bbb,9791416,Silver 2,PROTOSS
52198,Tigtig,8653902,Silver 2,ZERG
52199,bill,7810853,Silver 2,TERRAN
52200,Osoko,57385,Silver 2,TERRAN
52201,Gent,659748,Silver 2,ZERG
52202,Pirow,180688,Silver 2,RANDOM
52203,paul,8835758,Silver 2,TERRAN
52204,Libertarian,9193991,Silver 2,ZERG
52205,pupsik,9962356,Silver 2,TERRAN
52206,Turbo,7796479,Silver 2,PROTOSS
52207,Granqer,9862087,Silver 2,ZERG
52208,NickiSPB,6850314,Silver 2,RANDOM
52209,StarDuster,2139626,Silver 2,ZERG
52210,NickiSPB,6850314,Silver 2,ZERG
52211,Isaia,9427350,Silver 2,PROTOSS
52212,GlebJid,2514749,Silver 2,TERRAN
52213,sackes,1428179,Silver 2,RANDOM
52214,Bandaru,8587367,Silver 2,ZERG
52215,winwin,10254459,Silver 2,PROTOSS
52216,Cansass,10251293,Silver 2,ZERG
52217,Ashardalon,4376156,Silver 2,ZERG
52218,bigpoppa,5923698,Silver 2,TERRAN
52219,fishfortwo,1975172,Silver 2,TERRAN
52220,docplay,10178845,Silver 2,TERRAN
52221,dafi,7754011,Silver 2,PROTOSS
52222,DelPhI,8618332,Silver 2,PROTOSS
52223,Dolkychess,9543279,Silver 2,TERRAN
52224,TERRAN,6729056,Silver 2,TERRAN
52225,Auxilliar,8185179,Silver 2,TERRAN
52226,CoronaCorona,9270061,Silver 2,PROTOSS
52227,Сидор,9048823,Silver 2,TERRAN
52228,denfire,1864416,Silver 2,RANDOM
52229,chabo,10221758,Silver 2,ZERG
52230,ElDobre,8934283,Silver 2,TERRAN
52231,Kenny,2422994,Silver 2,TERRAN
52232,pomidos,9563395,Silver 2,TERRAN
52233,Clark,193948,Silver 2,TERRAN
52234,inSame,6389565,Silver 2,RANDOM
52235,VeryBadMap,1697297,Silver 2,TERRAN
52236,MrBombastic,1449198,Silver 2,RANDOM
52237,Merlin,8900954,Silver 2,TERRAN
52238,Snairo,9419466,Silver 2,PROTOSS
52239,Fatcat,10251013,Silver 2,PROTOSS
52240,FifthAce,957914,Silver 2,PROTOSS
52241,серый,9060310,Silver 2,PROTOSS
52242,sOstOked,9116179,Silver 2,PROTOSS
52243,nieux,2180025,Silver 2,ZERG
52244,DARKON,8879463,Silver 2,TERRAN
52245,Кристина,564359,Silver 2,TERRAN
52246,ХАНТЕР,10266441,Silver 2,PROTOSS
52247,stastastas,7145564,Silver 2,TERRAN
52248,catmaster,9335721,Silver 2,TERRAN
52249,DeCeNeU,9092092,Silver 2,PROTOSS
52250,CrasStays,10180420,Silver 2,PROTOSS
52251,Swag,10179104,Silver 2,TERRAN
52252,Briny,8366251,Silver 2,ZERG
52253,LucifCetr,9685217,Silver 2,TERRAN
52254,ZSA,1140176,Silver 2,TERRAN
52255,Джокер,9859188,Silver 2,PROTOSS
52256,Reeker,7341984,Silver 2,TERRAN
52257,Majris,7352771,Silver 2,TERRAN
52258,magnak,1483120,Silver 2,TERRAN
52259,Szili,10051599,Silver 2,TERRAN
52260,Murphy,1690564,Silver 2,RANDOM
52261,jeuneinconnu,2973793,Silver 2,PROTOSS
52262,byFeRoX,7678035,Silver 2,TERRAN
52263,kenon,9707393,Silver 2,TERRAN
52264,kope,3257365,Silver 2,TERRAN
52265,Oktopus,2040973,Silver 2,PROTOSS
52266,neftiss,8656340,Silver 2,TERRAN
52267,Stumpf,3814098,Silver 2,ZERG
52268,Bragajiini,9163196,Silver 2,ZERG
52269,jojo,9410465,Silver 2,ZERG
52270,Szili,10051599,Silver 2,PROTOSS
52271,KMK,8279831,Silver 2,PROTOSS
52272,Gromozeka,327216,Silver 2,TERRAN
52273,Reya,1947248,Silver 2,RANDOM
52274,HBRO,9802719,Silver 2,TERRAN
52275,Scorpio,9018565,Silver 2,PROTOSS
52276,подмышка,9420872,Silver 2,TERRAN
52277,Maksim,9865100,Silver 2,TERRAN
52278,Asermora,2369562,Silver 2,TERRAN
52279,Zappy,9811975,Silver 2,ZERG
52280,Coolebiaka,1819017,Silver 2,TERRAN
52281,yohakim,7478016,Silver 2,ZERG
52282,pochtalon,1962409,Silver 2,PROTOSS
52283,EvilCow,273030,Silver 2,PROTOSS
52284,Gabriel,2003746,Silver 2,PROTOSS
52285,shorty,1068787,Silver 2,PROTOSS
52286,Mythic,3004043,Silver 2,TERRAN
52287,ALi,525536,Silver 2,ZERG
52288,Venislav,7041348,Silver 2,PROTOSS
52289,BlackForest,9573135,Silver 2,PROTOSS
52290,Indy,9586818,Silver 2,TERRAN
52291,TSL,8158279,Silver 2,ZERG
52292,SPY,2236057,Silver 2,PROTOSS
52293,Elhyaban,1681397,Silver 2,TERRAN
52294,iliaftk,10077523,Silver 2,PROTOSS
52295,Thorin,4556692,Silver 2,PROTOSS
52296,BELLAMY,7993417,Silver 2,TERRAN
52297,LapiNNou,1301191,Silver 2,TERRAN
52298,Breadhand,10042355,Silver 2,ZERG
52299,king,2479869,Silver 2,PROTOSS
52300,Todo,6149841,Silver 2,ZERG
52301,lazY,9437905,Silver 2,TERRAN
52302,Pantera,1958009,Silver 2,TERRAN
52303,Fleatjops,9916518,Silver 2,PROTOSS
52304,CrazyKiller,9146528,Silver 2,TERRAN
52305,duffy,9434612,Silver 2,TERRAN
52306,deviltiger,1735084,Silver 2,PROTOSS
52307,Skarabey,9570424,Silver 2,PROTOSS
52308,ritex,4517762,Silver 2,ZERG
52309,Shoggoth,7345055,Silver 2,TERRAN
52310,DJL,8878171,Silver 2,TERRAN
52311,White,8420202,Silver 2,TERRAN
52312,earthling,1898930,Silver 2,TERRAN
52313,CrashThor,8595017,Silver 2,TERRAN
52314,LuckyTiger,9719022,Silver 2,TERRAN
52315,TurboZdzich,5601063,Silver 2,TERRAN
52316,Vladioslav,10280126,Silver 2,TERRAN
52317,River,1165260,Silver 2,TERRAN
52318,Wedelgaus,9978036,Silver 2,TERRAN
52319,Molinetass,8559980,Silver 2,PROTOSS
52320,Singed,7626241,Silver 2,ZERG
52321,Partanus,8328734,Silver 2,TERRAN
52322,Franco,5735847,Silver 2,PROTOSS
52323,BabkinBHYK,2423057,Silver 2,TERRAN
52324,Randero,4356080,Silver 2,TERRAN
52325,CrimsonKinda,458671,Silver 2,ZERG
52326,ChocoBIBI,10240904,Silver 2,TERRAN
52327,Nicotin,10238659,Silver 2,TERRAN
52328,Tartuuuga,9867378,Silver 2,TERRAN
52329,WhiteRabbit,1081789,Silver 2,PROTOSS
52330,dakterjones,334346,Silver 2,RANDOM
52331,Daniel,9768987,Silver 2,ZERG
52332,Szili,10051599,Silver 2,RANDOM
52333,Dinozo,10123845,Silver 2,TERRAN
52334,Balusztrad,8165278,Silver 2,TERRAN
52335,Necronomicon,624231,Silver 2,TERRAN
52336,Bryan,10005298,Silver 2,PROTOSS
52337,Solmir,2104390,Silver 2,RANDOM
52338,Tango,10087304,Silver 2,TERRAN
52339,Johnyproo,6986682,Silver 2,TERRAN
52340,Faktor,2481574,Silver 2,TERRAN
52341,Stark,1811049,Silver 2,TERRAN
52342,Mostafa,5164097,Silver 2,PROTOSS
52343,nonfinite,8889316,Silver 2,TERRAN
52344,Guzlishe,2403975,Silver 2,PROTOSS
52345,yfxck,2354435,Silver 2,PROTOSS
52346,Dahaka,10252041,Silver 2,PROTOSS
52347,Murdok,8391051,Silver 2,PROTOSS
52348,smartie,10021729,Silver 2,PROTOSS
52349,Bazyl,5537793,Silver 2,PROTOSS
52350,AzazeL,9538734,Silver 2,PROTOSS
52351,Maydanoz,7128271,Silver 2,PROTOSS
52352,Boksmester,4425069,Silver 2,RANDOM
52353,mpmGEORG,2421830,Silver 2,PROTOSS
52354,GGJonathan,9476222,Silver 2,ZERG
52355,NILON,9176141,Silver 2,ZERG
52356,Teodor,9991422,Silver 2,TERRAN
52357,Draculius,1646521,Silver 2,TERRAN
52358,CreateX,778647,Silver 2,ZERG
52359,Ifrig,2942324,Silver 2,TERRAN
52360,Mitiri,7363623,Silver 2,ZERG
52361,MAKCUMKA,9990132,Silver 2,TERRAN
52362,Asvi,8088191,Silver 2,TERRAN
52363,Epiploicum,1881376,Silver 2,TERRAN
52364,Del,2014479,Silver 2,PROTOSS
52365,DaviJones,6985029,Silver 2,PROTOSS
52366,miko,7234976,Silver 2,ZERG
52367,Kozag,4304532,Silver 2,TERRAN
52368,Mostafa,5164097,Silver 2,RANDOM
52369,kest,9844157,Silver 2,TERRAN
52370,duran,9375133,Silver 2,ZERG
52371,WshLePum,9950628,Silver 2,ZERG
52372,sem,9428735,Silver 2,TERRAN
52373,IIIIIIIIIIII,9855615,Silver 2,TERRAN
52374,Thkappel,9837880,Silver 2,PROTOSS
52375,MoltenDildo,8409411,Silver 2,RANDOM
52376,Vitero,10007371,Silver 2,PROTOSS
52377,OneOne,2002597,Silver 2,TERRAN
52378,Глеб,9999968,Silver 2,TERRAN
52379,Battlemedia,6447468,Silver 2,TERRAN
52380,NoXjt,1850401,Silver 2,PROTOSS
52381,velfer,1647081,Silver 2,PROTOSS
52382,Expander,4809397,Silver 2,ZERG
52383,vkende,8366329,Silver 2,PROTOSS
52384,ploem,10064595,Silver 2,PROTOSS
52385,Kirk,1060347,Silver 2,TERRAN
52386,HuangYaoshi,6463946,Silver 2,ZERG
52387,IIxRaZoRxII,1008539,Silver 2,ZERG
52388,armor,10191413,Silver 2,PROTOSS
52389,Fukwad,5328043,Silver 2,TERRAN
52390,Ialovenius,9892936,Silver 2,TERRAN
52391,apos,9034020,Silver 2,TERRAN
52392,Raiwell,9691831,Silver 2,TERRAN
52393,Fez,10066524,Silver 2,PROTOSS
52394,SRT,9518387,Silver 2,TERRAN
52395,Goldberg,7459700,Silver 2,PROTOSS
52396,Sir,9123813,Silver 2,PROTOSS
52397,ddt,9354196,Silver 2,TERRAN
52398,jaboon,4746560,Silver 2,PROTOSS
52399,Čenda,6929030,Silver 2,TERRAN
52400,tourte,3359536,Silver 2,PROTOSS
52401,Illusive,4188198,Silver 2,PROTOSS
52402,XRLegend,10224275,Silver 2,ZERG
52403,Teo,10115458,Silver 2,TERRAN
52404,eisschock,3430512,Silver 2,PROTOSS
52405,BattalGazi,4217318,Silver 2,ZERG
52406,itachan,10253456,Silver 2,ZERG
52407,Ocean,9678709,Silver 2,ZERG
52408,cotoxgorox,9951679,Silver 2,TERRAN
52409,Wivernus,9890512,Silver 2,ZERG
52410,IceFroG,446552,Silver 2,TERRAN
52411,volanDmort,1708151,Silver 2,TERRAN
52412,DaBaby,9625885,Silver 2,TERRAN
52413,apoloN,9922352,Silver 2,ZERG
