,Name,playerid,league,FavoriteRace
3246,택배왔어요뿌우,935712,Diamond 2,PROTOSS
3247,Itsme,3090407,Diamond 2,TERRAN
3248,IIIIIIIIIIII,639568,Diamond 2,TERRAN
3249,YoungInno,7306960,Diamond 2,TERRAN
3250,lIlIlIllIlIl,5205884,Diamond 2,TERRAN
3251,IllllIlllllI,4124280,Diamond 2,PROTOSS
3252,IllllIlllllI,4124280,Diamond 2,PROTOSS
3253,MeLvyn,7188592,Diamond 2,PROTOSS
3254,IIIIIIIIIII,7403031,Diamond 2,PROTOSS
3255,MarineKing,3657827,Diamond 2,TERRAN
3256,晚夜微雨問海棠,171659,Diamond 2,TERRAN
3257,阿基里斯,110486,Diamond 2,ZERG
3258,Noru,4350708,Diamond 2,ZERG
3259,oliver,1439366,Diamond 2,RANDOM
3260,Storm,1577608,Diamond 2,PROTOSS
3261,hOsys,4766622,Diamond 2,TERRAN
3262,llllllllllll,1559890,Diamond 2,RANDOM
3263,IIIIIIII,107157,Diamond 2,ZERG
3264,김흑봉,927523,Diamond 2,PROTOSS
3265,晚夜微雨問海棠,171659,Diamond 2,RANDOM
3266,llllllllllll,7540505,Diamond 2,ZERG
3267,無敵海兵,6835768,Diamond 2,TERRAN
3268,FlowerKei,3395859,Diamond 2,TERRAN
3269,재능,5356655,Diamond 2,TERRAN
3270,SoulKey,2680921,Diamond 2,PROTOSS
3271,llllllllllll,1262565,Diamond 2,TERRAN
3272,지티,2565962,Diamond 2,PROTOSS
3273,Minerva,1231673,Diamond 2,PROTOSS
3274,爱幻想的少年,4938868,Diamond 2,ZERG
3275,고수냄새난다,538062,Diamond 2,PROTOSS
3276,북극곰,4630654,Diamond 2,TERRAN
3277,tGKamIKazE,7200254,Diamond 2,PROTOSS
3278,CuteProbe,944101,Diamond 2,PROTOSS
3279,IGuNoVoDaMI,6228355,Diamond 2,TERRAN
3280,IAiVeryEasyI,6166952,Diamond 2,TERRAN
3281,Bolloong,4101395,Diamond 2,PROTOSS
3282,은채,2366636,Diamond 2,ZERG
3283,TerATo,84842,Diamond 2,RANDOM
3284,IIIIIIllllII,5700419,Diamond 2,TERRAN
3285,lllllllllll,7431508,Diamond 2,PROTOSS
3286,arnold,2886478,Diamond 2,RANDOM
3287,THRTNYOJK,7608273,Diamond 2,ZERG
3288,名偵探柯南,274237,Diamond 2,ZERG
3289,Austen,7262441,Diamond 2,ZERG
3290,사슴,3982827,Diamond 2,PROTOSS
3291,암흑성소,5136285,Diamond 2,PROTOSS
3292,llllllllllll,719368,Diamond 2,PROTOSS
3293,중졸삥달이,7529459,Diamond 2,PROTOSS
3294,llllllllllll,1559890,Diamond 2,TERRAN
3295,유리,3773527,Diamond 2,PROTOSS
3296,yuki,5161782,Diamond 2,TERRAN
3297,LTopAz,2322390,Diamond 2,PROTOSS
3298,happypants,5175246,Diamond 2,ZERG
3299,IIIlIIllIIII,6039871,Diamond 2,TERRAN
3300,Hyun,4242223,Diamond 2,TERRAN
3301,Dioxboy,803549,Diamond 2,TERRAN
3302,KaSsan,116698,Diamond 2,PROTOSS
3303,Inverse,2797267,Diamond 2,PROTOSS
3304,Basic,3601234,Diamond 2,PROTOSS
3305,르노르노,2452841,Diamond 2,TERRAN
3306,iNbuM,704873,Diamond 2,PROTOSS
3307,GoHwan,5278797,Diamond 2,ZERG
3308,싸니,5458306,Diamond 2,PROTOSS
3309,YukiJaden,7423489,Diamond 2,PROTOSS
3310,Leo,823218,Diamond 2,ZERG
3311,김채원,7195740,Diamond 2,TERRAN
3312,TimLi,1707084,Diamond 2,PROTOSS
3313,Apink,4572592,Diamond 2,RANDOM
3314,IllIIIllIIll,1789193,Diamond 2,PROTOSS
3315,OBsTiNatE,3675611,Diamond 2,TERRAN
3316,카나발리즘,1715413,Diamond 2,TERRAN
3317,IIIIIIIIII,6048751,Diamond 2,TERRAN
3318,IIIIIIIIIIII,538263,Diamond 2,TERRAN
3319,llllllllllll,5175851,Diamond 2,ZERG
3320,IIIIIIIIIIII,7393093,Diamond 2,ZERG
3321,llllllllllll,7604671,Diamond 2,ZERG
3322,토스는전략없음,5854751,Diamond 2,PROTOSS
3323,llllllllll,1101647,Diamond 2,TERRAN
3324,IIIIIIIIIIII,146956,Diamond 2,PROTOSS
3325,링굴러가유,7480634,Diamond 2,ZERG
3326,Cover,7423408,Diamond 2,TERRAN
3327,Loanna,2242128,Diamond 2,TERRAN
3328,llllllllllll,1450258,Diamond 2,RANDOM
3329,테란하다죽을거임,780125,Diamond 2,TERRAN
3330,사월나라라,4139895,Diamond 2,PROTOSS
3331,Return,7627451,Diamond 2,ZERG
3332,Bored,1257853,Diamond 2,ZERG
3333,쪼아,4530486,Diamond 2,ZERG
3334,ExAmple,1011754,Diamond 2,TERRAN
3335,포수대탄적전차,6122996,Diamond 2,TERRAN
3336,fastr,4334826,Diamond 2,ZERG
3337,Fernate,143807,Diamond 2,TERRAN
3338,TriH,479508,Diamond 2,ZERG
3339,Leo,823218,Diamond 2,PROTOSS
3340,Spiderpig,3927438,Diamond 2,PROTOSS
3341,Maru,7577250,Diamond 2,TERRAN
3342,lIlIllIlIlIl,7301981,Diamond 2,ZERG
3343,민트달팽이,1431143,Diamond 2,TERRAN
3344,시른데,1505272,Diamond 2,TERRAN
3345,lawmaker,1543177,Diamond 2,ZERG
3346,ClsClassiC,4264917,Diamond 2,TERRAN
3347,llllllllllll,3867540,Diamond 2,PROTOSS
3348,ChenBaxian,6278537,Diamond 2,PROTOSS
3349,IlIlIlIlIlIl,7366757,Diamond 2,TERRAN
3350,그의고향봉화마을,7518040,Diamond 2,ZERG
3351,IIlllIIlIIll,3809447,Diamond 2,PROTOSS
3352,拭目以待,1542655,Diamond 2,PROTOSS
3353,테란하다죽을거임,780125,Diamond 2,PROTOSS
3354,은광색진드기,7593151,Diamond 2,ZERG
3355,llllllllll,7440277,Diamond 2,PROTOSS
3356,IIIIIIIIIIII,1631597,Diamond 2,TERRAN
3357,llllllllllll,731435,Diamond 2,TERRAN
3358,MDE,613801,Diamond 2,TERRAN
3359,미친개,7576998,Diamond 2,ZERG
3360,Augenzahn,190370,Diamond 2,PROTOSS
3361,해병대,6932575,Diamond 2,TERRAN
3362,llllllllllll,1749749,Diamond 2,PROTOSS
3363,BOOOY,7110790,Diamond 2,PROTOSS
3364,Stevetsai,831235,Diamond 2,ZERG
3365,Essence,5415568,Diamond 2,TERRAN
3366,MintChoCo,4367090,Diamond 2,TERRAN
3367,Nvclear,4169156,Diamond 2,PROTOSS
3368,LUCY,5976368,Diamond 2,ZERG
3369,기린,1392656,Diamond 2,PROTOSS
3370,llllllllllll,4406481,Diamond 2,TERRAN
3371,llllllllllll,7581876,Diamond 2,TERRAN
3372,惟聞女香,1722013,Diamond 2,PROTOSS
3373,Mimesis,4591542,Diamond 2,RANDOM
3374,IGuNoVoDaMI,3427008,Diamond 2,TERRAN
3375,fitDreaM,733480,Diamond 2,PROTOSS
3376,protole,4639933,Diamond 2,PROTOSS
3377,아르테미스,5404237,Diamond 2,ZERG
3378,링링,5544654,Diamond 2,TERRAN
3379,TYTY,6109022,Diamond 2,TERRAN
3380,IlIlIllllllI,4037036,Diamond 2,TERRAN
3381,오드리햇반,2963099,Diamond 2,TERRAN
3382,HyoBeomPark,4784201,Diamond 2,RANDOM
3383,Hide,81140,Diamond 2,TERRAN
3384,lucas,2096961,Diamond 2,PROTOSS
3385,zest,4823596,Diamond 2,ZERG
3386,테란,5292950,Diamond 2,PROTOSS
3387,돈이없어총각김치,6931768,Diamond 2,TERRAN
3388,Kkyu,2551067,Diamond 2,TERRAN
3389,OneDay,7422737,Diamond 2,TERRAN
3390,IIIIIIIIIIII,7238984,Diamond 2,TERRAN
3391,prisiz,332996,Diamond 2,RANDOM
3392,IlIllllIIIIl,892677,Diamond 2,ZERG
3393,lIIlIIlIIIII,3106096,Diamond 2,RANDOM
3394,재니,7133632,Diamond 2,PROTOSS
3395,llllllllllll,4371295,Diamond 2,TERRAN
3396,克風邪財哥,695477,Diamond 2,TERRAN
3397,IIlIllIIll,91139,Diamond 2,PROTOSS
3398,台灣蟲,769740,Diamond 2,ZERG
3399,lllllllll,4465738,Diamond 2,ZERG
3400,IIIIIIIIIIII,7238984,Diamond 2,PROTOSS
3401,llllllllllll,1774716,Diamond 2,TERRAN
3402,GameArtist,7518480,Diamond 2,PROTOSS
3403,llllllllllll,7488116,Diamond 2,PROTOSS
3404,WVWVWVWVWVWV,4309029,Diamond 2,RANDOM
3405,행주,3601797,Diamond 2,TERRAN
3406,Faker,7605268,Diamond 2,PROTOSS
3407,TimestoP,811835,Diamond 2,PROTOSS
3408,오루비루스,1504319,Diamond 2,ZERG
3409,SonicBullet,334189,Diamond 2,PROTOSS
3410,발스타홍구,7582787,Diamond 2,PROTOSS
3411,문제인걸안철수,6194245,Diamond 2,TERRAN
3412,llllllllllll,1389582,Diamond 2,TERRAN
3413,lllIIIlIlIlI,646666,Diamond 2,ZERG
3414,Heat,7466054,Diamond 2,TERRAN
3415,Crash,7502062,Diamond 2,TERRAN
3416,스타테일쇼부왕,3689984,Diamond 2,TERRAN
3417,IIIIIIIIIIII,7423466,Diamond 2,PROTOSS
3418,Aspen,7553537,Diamond 2,TERRAN
3419,karaDebiti,3820516,Diamond 2,PROTOSS
3420,케이모군,3368899,Diamond 2,PROTOSS
3421,윤석열,2608262,Diamond 2,TERRAN
3422,Kangshin,576995,Diamond 2,TERRAN
3423,reyreyrey,389780,Diamond 2,TERRAN
3424,얼어붙은개,5441162,Diamond 2,RANDOM
3425,Nick,4654831,Diamond 2,TERRAN
3426,Meruki,1485435,Diamond 2,PROTOSS
3427,HKKIT,213890,Diamond 2,TERRAN
3428,원이삭발가락,7244872,Diamond 2,PROTOSS
3429,YSSHBRDC,1265826,Diamond 2,ZERG
3430,얼어붙은개,5441162,Diamond 2,TERRAN
3431,YerinSunrise,7015081,Diamond 2,PROTOSS
3432,硬梆梆章魚,438539,Diamond 2,TERRAN
3433,청하,5534791,Diamond 2,PROTOSS
3434,IIIIIIIIIIII,7420772,Diamond 2,ZERG
3435,ZXYC,7593130,Diamond 2,TERRAN
3436,전기기술사따자,1750570,Diamond 2,PROTOSS
3437,lllllllllll,5212244,Diamond 2,PROTOSS
3438,SDED,6296610,Diamond 2,ZERG
3439,ioppp,6587257,Diamond 2,PROTOSS
3440,IIIIIIIIIIII,6395176,Diamond 2,ZERG
3441,Khans,7384971,Diamond 2,TERRAN
3442,미친개,7576998,Diamond 2,PROTOSS
3443,CalmDownMAN,7543445,Diamond 2,TERRAN
3444,SparkleHands,6876689,Diamond 2,TERRAN
3445,Kiiara,7153745,Diamond 2,TERRAN
3446,Ajax,866476,Diamond 2,ZERG
3447,CrLaren,2177615,Diamond 2,PROTOSS
3448,MrJDA,3456683,Diamond 2,ZERG
3449,얼어붙은개,5441162,Diamond 2,PROTOSS
3450,ThirdEye,4366856,Diamond 2,TERRAN
3451,IIIIII,1179427,Diamond 2,ZERG
3452,RStwo,1760055,Diamond 2,TERRAN
3453,NIKE,2812292,Diamond 2,ZERG
3454,Egwene,7590155,Diamond 2,RANDOM
3455,INdoMitable,6659716,Diamond 2,TERRAN
3456,EunHa,6645435,Diamond 2,TERRAN
3457,테스토스테란,7164585,Diamond 2,PROTOSS
3458,llllllllllll,7578364,Diamond 2,ZERG
3459,DianVegan,7578965,Diamond 2,ZERG
3460,IlIlIlIlIlIl,3379600,Diamond 2,TERRAN
3461,붕가붕가,2610612,Diamond 2,TERRAN
3462,lllIIIlIlIlI,646666,Diamond 2,PROTOSS
3463,EiserneKreuz,6031010,Diamond 2,TERRAN
3464,TeaLeaf,5963809,Diamond 2,PROTOSS
3465,Lambkin,47329,Diamond 2,PROTOSS
3466,zsddfvf,7351389,Diamond 2,PROTOSS
3467,llllllllllll,7471864,Diamond 2,TERRAN
3468,Miracle,4135840,Diamond 2,TERRAN
3469,회전목마,939110,Diamond 2,TERRAN
3470,IllIIIllllII,950543,Diamond 2,RANDOM
3471,MadMonkeyG,5139916,Diamond 2,TERRAN
3472,IllIIIllllII,950543,Diamond 2,ZERG
3473,희망을버려라,134927,Diamond 2,TERRAN
3474,IIIIIIIIIIII,7543884,Diamond 2,TERRAN
3475,MoNaLiSa,1102928,Diamond 2,ZERG
3476,병신새끼말좀들어,7267396,Diamond 2,PROTOSS
3477,날강두,1421157,Diamond 2,RANDOM
3478,IllIIIllllII,950543,Diamond 2,TERRAN
3479,Hearthstone,3928821,Diamond 2,TERRAN
3480,hOsys,4766622,Diamond 2,ZERG
3481,Leta,3745589,Diamond 2,TERRAN
3482,NoiD,576193,Diamond 2,TERRAN
3483,사신토스,4386747,Diamond 2,PROTOSS
3484,LunaK,107633,Diamond 2,PROTOSS
3485,llllllllllll,7586404,Diamond 2,TERRAN
3486,엉덩이만지고튄다,4867743,Diamond 2,RANDOM
3487,IIIlIIllIIII,6039871,Diamond 2,ZERG
3488,IIIIIIllllll,7370514,Diamond 2,ZERG
3489,lllllIIIIIIl,4111805,Diamond 2,ZERG
3490,AcchanSiriuS,935237,Diamond 2,TERRAN
3491,IIIIIIIIIII,919627,Diamond 2,TERRAN
3492,IIIIIIIIIII,5377758,Diamond 2,ZERG
3493,OptBnKSJ,1726978,Diamond 2,RANDOM
3494,IIIIIIIIIIII,7386022,Diamond 2,TERRAN
3495,허접,4053516,Diamond 2,PROTOSS
3496,초보,5538178,Diamond 2,PROTOSS
3497,llllllllllll,342425,Diamond 2,TERRAN
3498,lscab,3169260,Diamond 2,ZERG
3499,IlillIlllil,1287197,Diamond 2,TERRAN
3500,Sun,217629,Diamond 2,TERRAN
3501,MATARA,7387007,Diamond 2,TERRAN
3502,선량배,140852,Diamond 2,ZERG
3503,llllllllllll,4498229,Diamond 2,PROTOSS
3504,llllllllllll,5388679,Diamond 2,TERRAN
3505,Daka,1624754,Diamond 2,ZERG
3506,IIIIIIIIII,4182137,Diamond 2,PROTOSS
3507,philosophic,6559489,Diamond 2,PROTOSS
3508,JuicyJByun,6103707,Diamond 2,ZERG
3509,llllllllllll,6372302,Diamond 2,ZERG
3510,llllllllllll,6067157,Diamond 2,PROTOSS
3511,FreeMaSon,4047116,Diamond 2,TERRAN
3512,IlIlIlIlIlII,3396895,Diamond 2,ZERG
3513,AcchanSiriuS,935237,Diamond 2,ZERG
3514,인형뽑기,648860,Diamond 2,PROTOSS
3515,흑형,1637805,Diamond 2,PROTOSS
3516,對手遇到我了,1275594,Diamond 2,PROTOSS
3517,llllllllll,1402978,Diamond 2,TERRAN
3518,IIIIIIIIIIII,7424229,Diamond 2,TERRAN
3519,저사기,5403556,Diamond 2,TERRAN
3520,황간지,319170,Diamond 2,PROTOSS
3521,就一隻冰鳥,1400483,Diamond 2,PROTOSS
3522,퇴근,3622639,Diamond 2,PROTOSS
3523,Takuan,6142189,Diamond 2,PROTOSS
3524,IMMORTAL,7022116,Diamond 2,PROTOSS
3525,Johnson,1398668,Diamond 2,TERRAN
3526,lllllllllll,6456219,Diamond 2,TERRAN
3527,llllllllllll,5647549,Diamond 2,RANDOM
3528,Scuderia,6092983,Diamond 2,ZERG
3529,솔로는축복,3350669,Diamond 2,TERRAN
3530,內射妳妹整穴白漿,470833,Diamond 2,ZERG
3531,본능저그로느껴졌,3378628,Diamond 2,ZERG
3532,Stormblessed,7540214,Diamond 2,PROTOSS
3533,lllllll,7206118,Diamond 2,PROTOSS
3534,나의사랑너의사랑,1557122,Diamond 2,TERRAN
3535,닭퍽퍽살,7572352,Diamond 2,PROTOSS
3536,荒原老铁,7647670,Diamond 2,ZERG
3537,孤独,1369015,Diamond 2,ZERG
3538,IIIIIIIIIIII,6261364,Diamond 2,TERRAN
3539,IntoTheBoiCa,1872247,Diamond 2,ZERG
3540,flowerstory,6516025,Diamond 2,TERRAN
3541,이민호,4471158,Diamond 2,ZERG
3542,Arondight,1355620,Diamond 2,TERRAN
3543,택배왔어요뿌우,935712,Diamond 2,ZERG
3544,Auliter,4935728,Diamond 2,PROTOSS
3545,eurra,731808,Diamond 2,ZERG
3546,경산프로토스,4358265,Diamond 2,RANDOM
3547,常磐華乃,1753385,Diamond 2,PROTOSS
3548,AlphaGo,1857196,Diamond 2,PROTOSS
3549,SikPan,5870649,Diamond 2,TERRAN
3550,IIIIIIIIIIII,1765994,Diamond 2,PROTOSS
3551,황윤하,7019656,Diamond 2,ZERG
3552,EndMion,3424619,Diamond 2,TERRAN
3553,Kendrick,1036494,Diamond 2,TERRAN
3554,맹빈아,7551715,Diamond 2,TERRAN
3555,mAkinG,901081,Diamond 2,ZERG
3556,llllllllll,6287908,Diamond 2,TERRAN
3557,laptopgamer,4645840,Diamond 2,PROTOSS
3558,burst,3482626,Diamond 2,PROTOSS
3559,llllllllllll,1765075,Diamond 2,ZERG
3560,Isaac,6687309,Diamond 2,TERRAN
3561,MechMan,6197008,Diamond 2,TERRAN
3562,데이즈,6929743,Diamond 2,TERRAN
3563,GANGTAE,3156503,Diamond 2,ZERG
3564,lllllllllll,4922458,Diamond 2,PROTOSS
3565,애송이버섯,2528939,Diamond 2,TERRAN
3566,朱立倫,1687431,Diamond 2,TERRAN
3567,OrBit,6089177,Diamond 2,TERRAN
3568,Tassadar,3379462,Diamond 2,TERRAN
3569,銀月嵐,532731,Diamond 2,PROTOSS
3570,態度翩翩,801445,Diamond 2,PROTOSS
3571,IMTB,869901,Diamond 2,PROTOSS
3572,VoidRay,113916,Diamond 2,TERRAN
3573,iiiiiiiiiiii,7073294,Diamond 2,PROTOSS
3574,JusitceSimon,1741300,Diamond 2,TERRAN
3575,육식남,5286705,Diamond 2,ZERG
3576,육식남,5286705,Diamond 2,PROTOSS
3577,RealSunStorM,371679,Diamond 2,RANDOM
3578,rabbit,4030706,Diamond 2,ZERG
3579,Simba,7356012,Diamond 2,TERRAN
3580,스벅커피맛있어,7366479,Diamond 2,PROTOSS
3581,DoRong,3019486,Diamond 2,TERRAN
3582,지면서배우는남자,6220716,Diamond 2,TERRAN
3583,ILyOngE,4197893,Diamond 2,TERRAN
3584,protole,4639933,Diamond 2,ZERG
3585,IntoTheDay,3201853,Diamond 2,PROTOSS
3586,IIIIIIIIIIII,348329,Diamond 3,PROTOSS
3587,IIIIIIIIIIII,2747113,Diamond 3,TERRAN
3588,fug,3916723,Diamond 3,ZERG
3589,llllilililil,1984669,Diamond 3,PROTOSS
3590,니미,737227,Diamond 3,RANDOM
3591,milarepa,95511,Diamond 3,TERRAN
3592,yuttyuy,2004219,Diamond 3,RANDOM
3593,ori,6887066,Diamond 3,TERRAN
3594,estafador,1398165,Diamond 3,RANDOM
3595,IIIIIIIIIIII,308724,Diamond 3,TERRAN
3596,Nike,114808,Diamond 3,RANDOM
3597,다모임환장,5106839,Diamond 3,PROTOSS
3598,마그네슘,1364017,Diamond 3,ZERG
3599,HyperLibra,1107446,Diamond 3,TERRAN
3600,IIIIIIIIIIII,977774,Diamond 3,TERRAN
3601,llllllllllll,7343341,Diamond 3,TERRAN
3602,상무지구,6864424,Diamond 3,TERRAN
3603,keith,1125038,Diamond 3,TERRAN
3604,동부의빛,2922082,Diamond 3,ZERG
3605,쿨가이,4089158,Diamond 3,TERRAN
3606,IIIIIIIIIIII,475712,Diamond 3,RANDOM
3607,윤수빈킁킁,6286211,Diamond 3,RANDOM
3608,뾱뾱이,361909,Diamond 3,RANDOM
3609,kimbobae,5438795,Diamond 3,TERRAN
3610,제주요망소년,3202950,Diamond 3,ZERG
3611,Player,7295187,Diamond 3,TERRAN
3612,쿠쿠젝,5435424,Diamond 3,TERRAN
3613,음훼훼훼훼훼,1289494,Diamond 3,PROTOSS
3614,BarCodeGuy,7524029,Diamond 3,PROTOSS
3615,붉은돼지,7632837,Diamond 3,ZERG
3616,성현,4985860,Diamond 3,PROTOSS
3617,GRACE,396550,Diamond 3,PROTOSS
3618,gagoman,3089262,Diamond 3,TERRAN
3619,王者歸來,5183200,Diamond 3,TERRAN
3620,이수,6894864,Diamond 3,TERRAN
3621,IIIlllIIIIll,95834,Diamond 3,ZERG
3622,PanDa,1005330,Diamond 3,PROTOSS
3623,PanDa,1005330,Diamond 3,ZERG
3624,김닥대,89962,Diamond 3,ZERG
3625,孙一峰是我大哥,1541552,Diamond 3,TERRAN
3626,Ruvely,2771746,Diamond 3,TERRAN
3627,llllllllllll,7407763,Diamond 3,TERRAN
3628,찢어진팬티,2637023,Diamond 3,ZERG
3629,Keonho,7599468,Diamond 3,PROTOSS
3630,고기반찬,2984904,Diamond 3,ZERG
3631,Criss,1032394,Diamond 3,PROTOSS
3632,Silence,1410053,Diamond 3,TERRAN
3633,eprisbest,609655,Diamond 3,PROTOSS
3634,pwark,6967419,Diamond 3,ZERG
3635,NeNeNeNeNe,7268542,Diamond 3,PROTOSS
3636,Suzumiya,7560413,Diamond 3,PROTOSS
3637,llllllllllll,5478375,Diamond 3,TERRAN
3638,PERECIOUS,7203092,Diamond 3,PROTOSS
3639,IIIIIIIIII,6048751,Diamond 3,PROTOSS
3640,발스타홍구,7582787,Diamond 3,ZERG
3641,FCUKblizard,7596895,Diamond 3,PROTOSS
3642,삼삼업여왕,1447112,Diamond 3,PROTOSS
3643,타디스,762165,Diamond 3,TERRAN
3644,lIIIlllIllIl,5125609,Diamond 3,ZERG
3645,제논의칼날,5445132,Diamond 3,PROTOSS
3646,IIIIIIIIIIII,955387,Diamond 3,TERRAN
3647,DEMAND,7257072,Diamond 3,TERRAN
3648,泰弗里斯,800809,Diamond 3,PROTOSS
3649,NotDreaM,940058,Diamond 3,TERRAN
3650,惟聞女香,1722013,Diamond 3,TERRAN
3651,알잘딱깔센,607040,Diamond 3,ZERG
3652,Marine,3943913,Diamond 3,TERRAN
3653,你會被我打到跳,899288,Diamond 3,PROTOSS
3654,기라티나,5673886,Diamond 3,ZERG
3655,NickeL,1776768,Diamond 3,ZERG
3656,희망,1697479,Diamond 3,PROTOSS
3657,lllllllllllI,1147431,Diamond 3,ZERG
3658,Aristoryes,1276258,Diamond 3,ZERG
3659,EyeTERRORIST,3210781,Diamond 3,ZERG
3660,QUOKKA,7612160,Diamond 3,PROTOSS
3661,llIlllllllII,3698218,Diamond 3,ZERG
3662,llIlllllllII,3698218,Diamond 3,ZERG
3663,IIIIIIIIIIII,1863095,Diamond 3,TERRAN
3664,IPArTrAsUeI,6173589,Diamond 3,TERRAN
3665,앰생,5136246,Diamond 3,ZERG
3666,llllllllllll,3272987,Diamond 3,PROTOSS
3667,FINALY,6030980,Diamond 3,ZERG
3668,米分舌甘,210116,Diamond 3,ZERG
3669,갓마인드,3666831,Diamond 3,TERRAN
3670,니목숨을아이어에,4748564,Diamond 3,PROTOSS
3671,IIIIIIIIIIII,7105650,Diamond 3,ZERG
3672,Maru,7577250,Diamond 3,PROTOSS
3673,요호,614067,Diamond 3,RANDOM
3674,llllllllllll,4120628,Diamond 3,ZERG
3675,미츠하,3823304,Diamond 3,ZERG
3676,진순파티,5194585,Diamond 3,PROTOSS
3677,모르는고양이산책,3841424,Diamond 3,PROTOSS
3678,롯데날드,5349160,Diamond 3,PROTOSS
3679,긔태연,107686,Diamond 3,PROTOSS
3680,fgsdfgsrgssd,5472362,Diamond 3,ZERG
3681,정인선,81357,Diamond 3,TERRAN
3682,DoMsn,7097050,Diamond 3,ZERG
3683,조근성,624834,Diamond 3,ZERG
3684,Acromancer,4081445,Diamond 3,TERRAN
3685,언제나잘하고싶다,4711951,Diamond 3,TERRAN
3686,동석군,143222,Diamond 3,RANDOM
3687,llllllllllll,7505176,Diamond 3,PROTOSS
3688,홍스타,2191763,Diamond 3,PROTOSS
3689,llllllllllll,2516203,Diamond 3,ZERG
3690,scatterbrain,7201585,Diamond 3,PROTOSS
3691,IIIIIIIIIIII,7359824,Diamond 3,PROTOSS
3692,wony,468417,Diamond 3,ZERG
3693,AKAHiggs,33381,Diamond 3,ZERG
3694,퍼스트게임,7134125,Diamond 3,TERRAN
3695,아니,7613182,Diamond 3,RANDOM
3696,만두,4922299,Diamond 3,PROTOSS
3697,ddfactory,3197612,Diamond 3,ZERG
3698,저그,4493098,Diamond 3,TERRAN
3699,RaRaYA,32362,Diamond 3,PROTOSS
3700,개츠비,4551060,Diamond 3,RANDOM
3701,yamaoka,7129774,Diamond 3,ZERG
3702,yew,6038754,Diamond 3,ZERG
3703,IlIlllIlIlI,7120714,Diamond 3,ZERG
3704,gagoman,3089262,Diamond 3,RANDOM
3705,小翔,845426,Diamond 3,PROTOSS
3706,Wayne,1745276,Diamond 3,ZERG
3707,IlIlIlIlIlIl,6139074,Diamond 3,PROTOSS
3708,저그너무어려워,7025736,Diamond 3,TERRAN
3709,원연시체,6669368,Diamond 3,ZERG
3710,Phive,4350867,Diamond 3,TERRAN
3711,IIIIIIIIIIII,1626302,Diamond 3,PROTOSS
3712,Probeeeee,1754525,Diamond 3,PROTOSS
3713,제우스,5862838,Diamond 3,ZERG
3714,끼리코,4018920,Diamond 3,PROTOSS
3715,CakeNoMilk,7153216,Diamond 3,PROTOSS
3716,llllllllllll,7235384,Diamond 3,ZERG
3717,llllllllllll,5336526,Diamond 3,TERRAN
3718,ClonejhS,1946074,Diamond 3,PROTOSS
3719,III,82953,Diamond 3,PROTOSS
3720,레오나르도다빈치,7249769,Diamond 3,TERRAN
3721,너구리,235549,Diamond 3,PROTOSS
3722,llllllllllll,6970891,Diamond 3,ZERG
3723,메카닉잘하고싶다,5520517,Diamond 3,RANDOM
3724,저그너무어려워,7025736,Diamond 3,PROTOSS
3725,루루루루,563841,Diamond 3,PROTOSS
3726,Mapa,986144,Diamond 3,TERRAN
3727,llllllllllll,7449525,Diamond 3,ZERG
3728,Ryan,1068520,Diamond 3,TERRAN
3729,llllllllllll,7306673,Diamond 3,ZERG
3730,이민호,4471158,Diamond 3,PROTOSS
3731,llllllllllll,7227505,Diamond 3,ZERG
3732,통감자,1104710,Diamond 3,PROTOSS
3733,HADB,1010933,Diamond 3,TERRAN
3734,광전사요리사,3027980,Diamond 3,RANDOM
3735,llllllllllll,1556959,Diamond 3,TERRAN
3736,호두의반란,3086832,Diamond 3,PROTOSS
3737,GbpUsd,4600913,Diamond 3,TERRAN
3738,Cell,2317296,Diamond 3,TERRAN
3739,Eureka,7556621,Diamond 3,TERRAN
3740,ashtontontno,1210734,Diamond 3,TERRAN
3741,惟聞女香,1722013,Diamond 3,ZERG
3742,비누맛사탕,4598479,Diamond 3,ZERG
3743,CTsheep,6265421,Diamond 3,PROTOSS
3744,ORBIT,3700593,Diamond 3,TERRAN
3745,LastStar,6547284,Diamond 3,ZERG
3746,가인,1689272,Diamond 3,ZERG
3747,우주최강,121319,Diamond 3,ZERG
3748,OneIceRush,317433,Diamond 3,ZERG
3749,Sorrow,437423,Diamond 3,RANDOM
3750,Lon,797219,Diamond 3,ZERG
3751,엠엠크루,585126,Diamond 3,RANDOM
3752,llllllllllll,7449525,Diamond 3,RANDOM
3753,verbal,796665,Diamond 3,TERRAN
3754,Alarak,6437294,Diamond 3,PROTOSS
3755,Scott,85743,Diamond 3,RANDOM
3756,Scott,85743,Diamond 3,RANDOM
3757,잉여포격기,3658578,Diamond 3,PROTOSS
3758,불랑서,7211076,Diamond 3,RANDOM
3759,IIIIIIIIIIII,7460086,Diamond 3,TERRAN
3760,Alarak,6437294,Diamond 3,TERRAN
3761,dkenfriend,1652852,Diamond 3,TERRAN
3762,NAMUH,1046936,Diamond 3,ZERG
3763,KiMA,116767,Diamond 3,TERRAN
3764,IIIIIIIIII,118753,Diamond 3,ZERG
3765,InnovatioN,4382526,Diamond 3,TERRAN
3766,최강가츠,2979534,Diamond 3,PROTOSS
3767,Alarak,6437294,Diamond 3,RANDOM
3768,娥潾,6844724,Diamond 3,TERRAN
3769,LofNangMan,520323,Diamond 3,ZERG
